ReportType,APINumber,FieldCode,AreaCode,PoolCode,WellTypeCode,InjectionReportDate,SteamWaterInjected,WaterSuitable,WaterTreatedDeoiling,WaterTreatedDisinfection,WaterTreatedDesalinization,WaterTreatedMembrane,WaterTreatedOther,WaterSourceName,WaterSourceType
OG110BQ,040300079700,228,00,22,WF,2021-03-31 00:00:00,0,N,N,N,N,N,N,,
OG110BQ,040300083800,464,00,00,SC,2021-03-31 00:00:00,0,N,N,N,N,N,N,,
OG110BQ,040300083801,464,00,00,SC,2021-03-31 00:00:00,0,N,N,N,N,N,N,,
OG110BQ,040300083900,464,00,00,SC,2021-03-31 00:00:00,0,N,N,N,N,N,N,,
OG110BQ,040300083901,464,00,00,SC,2021-03-31 00:00:00,0,N,N,N,N,N,N,,
OG110BQ,040300084000,464,00,00,SC,2021-03-31 00:00:00,0,N,N,N,N,N,N,,
OG110BQ,040300086000,464,00,00,SC,2021-03-31 00:00:00,0,N,N,N,N,N,N,,
OG110BQ,040300086100,464,00,00,SC,2021-03-31 00:00:00,0,N,N,N,N,N,N,,
OG110BQ,040300086200,464,00,00,SC,2021-03-31 00:00:00,0,N,N,N,N,N,N,,
OG110BQ,040300086300,464,00,00,SC,2021-03-31 00:00:00,0,N,N,N,N,N,N,,
OG110BQ,040300086500,464,00,00,SC,2021-03-31 00:00:00,0,N,N,N,N,N,N,,
OG110BQ,040300086600,464,00,00,SC,2021-03-31 00:00:00,0,N,N,N,N,N,N,,
OG110BQ,040300086700,464,00,00,SC,2021-03-31 00:00:00,0,N,N,N,N,N,N,,
OG110BQ,040300086800,464,00,00,SC,2021-03-31 00:00:00,0,N,N,N,N,N,N,,
OG110BQ,040300086900,464,00,00,SC,2021-03-31 00:00:00,0,N,N,N,N,N,N,,
OG110BQ,040300087000,464,00,00,SC,2021-03-31 00:00:00,0,N,N,N,N,N,N,,
OG110BQ,040300089400,432,00,27,WF,2021-03-31 00:00:00,0,N,N,N,N,N,N,,
OG110BQ,040300089500,432,00,27,WF,2021-03-31 00:00:00,606,N,N,N,N,N,Y,,02
OG110BQ,040300089500,432,00,27,WF,2021-03-31 00:00:00,3373,N,Y,N,N,N,Y,,01
OG110BQ,040300090100,432,00,27,WF,2021-03-31 00:00:00,6990,N,N,N,N,N,Y,,02
OG110BQ,040300090100,432,00,27,WF,2021-03-31 00:00:00,38884,N,Y,N,N,N,Y,,01
OG110BQ,040300090200,432,00,27,WF,2021-03-31 00:00:00,3335,N,N,N,N,N,Y,,02
OG110BQ,040300090200,432,00,27,WF,2021-03-31 00:00:00,18550,N,Y,N,N,N,Y,,01
OG110BQ,040300090500,190,24,05,SC,2021-03-31 00:00:00,0,N,N,N,N,N,N,,
OG110BQ,040300090502,190,24,05,SC,2021-03-31 00:00:00,0,N,N,N,N,N,N,,
OG110BQ,040300091000,052,00,05,SF,2021-03-31 00:00:00,0,N,N,N,N,N,N,,
OG110BQ,040300092300,464,00,56,SF,2021-03-31 00:00:00,0,N,N,N,N,N,N,,
OG110BQ,040300095200,052,00,05,SF,2021-03-31 00:00:00,22173,N,Y,N,Y,N,N,,01
OG110BQ,040300095300,052,00,05,SF,2021-03-31 00:00:00,0,N,N,N,N,N,N,,
OG110BQ,040300099300,464,00,00,SC,2021-03-31 00:00:00,0,N,N,N,N,N,N,,
OG110BQ,040300099400,464,00,00,SC,2021-03-31 00:00:00,0,N,N,N,N,N,N,,
OG110BQ,040300099500,464,00,00,SC,2021-03-31 00:00:00,0,N,N,N,N,N,N,,
OG110BQ,040300099600,464,00,00,SC,2021-03-31 00:00:00,0,N,N,N,N,N,N,,
OG110BQ,040300099700,464,00,00,SC,2021-03-31 00:00:00,0,N,N,N,N,N,N,,
OG110BQ,040300099900,464,00,00,SC,2021-03-31 00:00:00,0,N,N,N,N,N,N,,
OG110BQ,040300100000,464,00,00,SC,2021-03-31 00:00:00,0,N,N,N,N,N,N,,
OG110BQ,040300100100,464,00,00,SC,2021-03-31 00:00:00,0,N,N,N,N,N,N,,
OG110BQ,040300103000,432,00,27,WF,2021-03-31 00:00:00,0,N,N,N,N,N,N,,
OG110BQ,040300103001,432,00,27,WF,2021-03-31 00:00:00,2281,N,N,N,N,N,Y,,02
OG110BQ,040300103001,432,00,27,WF,2021-03-31 00:00:00,12687,N,Y,N,N,N,Y,,01
OG110BQ,040300103100,432,00,27,WF,2021-03-31 00:00:00,0,N,N,N,N,N,N,,
OG110BQ,040300103200,432,00,27,WF,2021-03-31 00:00:00,0,N,N,N,N,N,N,,
OG110BQ,040300103500,432,00,27,WF,2021-03-31 00:00:00,0,N,N,N,N,N,N,,
OG110BQ,040300103501,432,00,27,WF,2021-03-31 00:00:00,0,N,N,N,N,N,N,,
OG110BQ,040300103600,432,00,27,WF,2021-03-31 00:00:00,0,N,N,N,N,N,N,,
OG110BQ,040300103900,488,15,15,WF,2021-03-31 00:00:00,9682,N,Y,N,N,N,N,,01
OG110BQ,040300106900,464,00,56,SF,2021-03-31 00:00:00,0,N,N,N,N,N,N,,
OG110BQ,040300107400,432,00,10,SF,2021-03-31 00:00:00,0,N,N,N,N,N,N,,
OG110BQ,040300107900,464,00,00,SC,2021-03-31 00:00:00,0,N,N,N,N,N,N,,
OG110BQ,040300108000,464,00,00,SC,2021-03-31 00:00:00,0,N,N,N,N,N,N,,
OG110BQ,040300108001,464,00,00,SC,2021-03-31 00:00:00,0,N,N,N,N,N,N,,
OG110BQ,040300108100,464,00,00,SC,2021-03-31 00:00:00,0,N,N,N,N,N,N,,
OG110BQ,040300108200,464,00,00,SC,2021-03-31 00:00:00,0,N,N,N,N,N,N,,
OG110BQ,040300109100,432,00,27,WF,2021-03-31 00:00:00,3045,N,N,N,N,N,Y,,02
OG110BQ,040300109100,432,00,27,WF,2021-03-31 00:00:00,16940,N,Y,N,N,N,Y,,01
OG110BQ,040300109200,432,00,27,WF,2021-03-31 00:00:00,303,N,N,N,N,N,Y,,02
OG110BQ,040300109200,432,00,27,WF,2021-03-31 00:00:00,1686,N,Y,N,N,N,Y,,01
OG110BQ,040300109300,432,00,27,WF,2021-03-31 00:00:00,0,N,N,N,N,N,N,,
OG110BQ,040300109400,432,00,27,WF,2021-03-31 00:00:00,0,N,N,N,N,N,N,,
OG110BQ,040300109500,432,00,27,WF,2021-03-31 00:00:00,668,N,N,N,N,N,Y,,02
OG110BQ,040300109500,432,00,27,WF,2021-03-31 00:00:00,3718,N,Y,N,N,N,Y,,01
OG110BQ,040300109700,432,00,30,WF,2021-03-31 00:00:00,0,N,N,N,N,N,N,,
OG110BQ,040300109800,432,00,27,WF,2021-03-31 00:00:00,8,N,N,N,N,N,Y,,02
OG110BQ,040300109800,432,00,27,WF,2021-03-31 00:00:00,45,N,Y,N,N,N,Y,,01
OG110BQ,040300110200,432,00,27,WF,2021-03-31 00:00:00,0,N,N,N,N,N,N,,
OG110BQ,040300110300,432,00,27,WF,2021-03-31 00:00:00,0,N,N,N,N,N,N,,
OG110BQ,040300110400,340,00,05,SC,2021-03-31 00:00:00,0,N,N,N,N,N,N,,
OG110BQ,040300110401,340,00,05,SC,2021-03-31 00:00:00,0,N,N,N,N,N,N,,
OG110BQ,040300110500,340,00,05,SC,2021-03-31 00:00:00,0,N,N,N,N,N,N,,
OG110BQ,040300110600,340,00,05,SC,2021-03-31 00:00:00,0,N,N,N,N,N,N,,
OG110BQ,040300110601,340,00,05,SC,2021-03-31 00:00:00,0,N,N,N,N,N,N,,
OG110BQ,040300110700,340,00,05,SC,2021-03-31 00:00:00,0,N,N,N,N,N,N,,
OG110BQ,040300111100,340,00,05,SC,2021-03-31 00:00:00,0,N,N,N,N,N,N,,
OG110BQ,040300111200,340,00,05,SC,2021-03-31 00:00:00,0,N,N,N,N,N,N,,
OG110BQ,040300111300,340,00,05,SC,2021-03-31 00:00:00,0,N,N,N,N,N,N,,
OG110BQ,040300111301,340,00,05,SC,2021-03-31 00:00:00,0,N,N,N,N,N,N,,
OG110BQ,040300112300,340,00,05,SC,2021-03-31 00:00:00,0,N,N,N,N,N,N,,
OG110BQ,040300112400,340,00,05,SC,2021-03-31 00:00:00,0,N,N,N,N,N,N,,
OG110BQ,040300115000,464,00,00,SC,2021-03-31 00:00:00,0,N,N,N,N,N,N,,
OG110BQ,040300115001,464,00,00,SC,2021-03-31 00:00:00,0,N,N,N,N,N,N,,
OG110BQ,040300116300,340,00,05,SC,2021-03-31 00:00:00,0,N,N,N,N,N,N,,
OG110BQ,040300116400,340,00,05,SC,2021-03-31 00:00:00,0,N,N,N,N,N,N,,
OG110BQ,040300116500,340,00,05,SC,2021-03-31 00:00:00,0,N,N,N,N,N,N,,
OG110BQ,040300116501,340,00,05,SC,2021-03-31 00:00:00,0,N,N,N,N,N,N,,
OG110BQ,040300116600,340,00,05,SF,2021-03-31 00:00:00,10873,N,Y,N,N,N,Y,,01
OG110BQ,040300116700,340,00,05,SF,2021-03-31 00:00:00,0,N,N,N,N,N,N,,
OG110BQ,040300116800,340,00,05,SF,2021-03-31 00:00:00,0,N,N,N,N,N,N,,
OG110BQ,040300117500,464,00,00,SC,2021-03-31 00:00:00,0,N,N,N,N,N,N,,
OG110BQ,040300117600,464,00,00,SC,2021-03-31 00:00:00,0,N,N,N,N,N,N,,
OG110BQ,040300117800,464,00,00,SC,2021-03-31 00:00:00,0,N,N,N,N,N,N,,
OG110BQ,040300117900,464,00,00,SC,2021-03-31 00:00:00,0,N,N,N,N,N,N,,
OG110BQ,040300118000,464,00,00,SC,2021-03-31 00:00:00,0,N,N,N,N,N,N,,
OG110BQ,040300119700,464,00,50,SF,2021-03-31 00:00:00,0,N,N,N,N,N,N,,
OG110BQ,040300119800,464,00,00,SF,2021-03-31 00:00:00,0,N,N,N,N,N,N,,
OG110BQ,040300120200,464,00,50,SF,2021-03-31 00:00:00,0,N,N,N,N,N,N,,
OG110BQ,040300120300,464,00,00,SF,2021-03-31 00:00:00,0,N,N,N,N,N,N,,
OG110BQ,040300120400,464,00,50,SF,2021-03-31 00:00:00,0,N,N,N,N,N,N,,
OG110BQ,040300120500,464,00,00,SF,2021-03-31 00:00:00,0,N,N,N,N,N,N,,
OG110BQ,040300120600,464,00,00,SF,2021-03-31 00:00:00,0,N,N,N,N,N,N,,
OG110BQ,040300120800,464,00,50,SF,2021-03-31 00:00:00,0,N,N,N,N,N,N,,
OG110BQ,040300120900,464,00,00,SF,2021-03-31 00:00:00,0,N,N,N,N,N,N,,
OG110BQ,040300122300,464,00,00,SC,2021-03-31 00:00:00,0,N,N,N,N,N,N,,
OG110BQ,040300122400,464,00,00,SC,2021-03-31 00:00:00,0,N,N,N,N,N,N,,
OG110BQ,040300122600,699,00,03,WD,2021-03-31 00:00:00,0,N,N,N,N,N,N,,
OG110BQ,040300123700,052,00,05,SF,2021-03-31 00:00:00,0,N,N,N,N,N,N,,
OG110BQ,040300125200,340,00,05,SC,2021-03-31 00:00:00,0,N,N,N,N,N,N,,
OG110BQ,040300125400,340,00,05,SC,2021-03-31 00:00:00,0,N,N,N,N,N,N,,
OG110BQ,040300125500,340,00,05,SC,2021-03-31 00:00:00,0,N,N,N,N,N,N,,
OG110BQ,040300125600,340,00,05,SC,2021-03-31 00:00:00,0,N,N,N,N,N,N,,
OG110BQ,040300128800,228,00,15,WF,2021-03-31 00:00:00,0,N,N,N,N,N,N,,
OG110BQ,040300129400,340,00,05,SC,2021-03-31 00:00:00,0,N,N,N,N,N,N,,
OG110BQ,040300129500,340,00,05,SC,2021-03-31 00:00:00,0,N,N,N,N,N,N,,
OG110BQ,040300129501,340,00,05,SC,2021-03-31 00:00:00,0,N,N,N,N,N,N,,
OG110BQ,040300129600,340,00,05,SC,2021-03-31 00:00:00,0,N,N,N,N,N,N,,
OG110BQ,040300129601,340,00,05,SC,2021-03-31 00:00:00,0,N,N,N,N,N,N,,
OG110BQ,040300129700,340,00,05,SC,2021-03-31 00:00:00,0,N,N,N,N,N,N,,
OG110BQ,040300129800,340,00,05,SC,2021-03-31 00:00:00,0,N,N,N,N,N,N,,
OG110BQ,040300130000,340,00,05,SC,2021-03-31 00:00:00,0,N,N,N,N,N,N,,
OG110BQ,040300130100,340,00,05,SC,2021-03-31 00:00:00,0,N,N,N,N,N,N,,
OG110BQ,040300130200,340,00,05,SC,2021-03-31 00:00:00,0,N,N,N,N,N,N,,
OG110BQ,040300130300,340,00,05,SC,2021-03-31 00:00:00,0,N,N,N,N,N,N,,
OG110BQ,040300130400,340,00,05,SC,2021-03-31 00:00:00,0,N,N,N,N,N,N,,
OG110BQ,040300131100,464,00,00,SC,2021-03-31 00:00:00,0,N,N,N,N,N,N,,
OG110BQ,040300131200,464,00,00,SC,2021-03-31 00:00:00,0,N,N,N,N,N,N,,
OG110BQ,040300131600,464,00,00,SC,2021-03-31 00:00:00,0,N,N,N,N,N,N,,
OG110BQ,040300131700,464,00,00,SC,2021-03-31 00:00:00,0,N,N,N,N,N,N,,
OG110BQ,040300132100,464,00,00,SC,2021-03-31 00:00:00,0,N,N,N,N,N,N,,
OG110BQ,040300132200,464,00,00,SC,2021-03-31 00:00:00,0,N,N,N,N,N,N,,
OG110BQ,040300132500,464,00,00,SC,2021-03-31 00:00:00,0,N,N,N,N,N,N,,
OG110BQ,040300132600,464,00,50,SF,2021-03-31 00:00:00,0,N,N,N,N,N,N,,
OG110BQ,040300132700,464,00,50,SF,2021-03-31 00:00:00,0,N,N,N,N,N,N,,
OG110BQ,040300132900,464,00,00,SC,2021-03-31 00:00:00,0,N,N,N,N,N,N,,
OG110BQ,040300133000,464,00,00,SC,2021-03-31 00:00:00,0,N,N,N,N,N,N,,
OG110BQ,040300133200,464,00,00,SC,2021-03-31 00:00:00,0,N,N,N,N,N,N,,
OG110BQ,040300133900,488,15,20,SF,2021-03-31 00:00:00,0,N,N,N,N,N,N,,
OG110BQ,040300135100,464,00,00,SC,2021-03-31 00:00:00,0,N,N,N,N,N,N,,
OG110BQ,040300135200,464,00,00,SC,2021-03-31 00:00:00,0,N,N,N,N,N,N,,
OG110BQ,040300135300,464,00,00,SC,2021-03-31 00:00:00,0,N,N,N,N,N,N,,
OG110BQ,040300135400,464,00,00,SC,2021-03-31 00:00:00,0,N,N,N,N,N,N,,
OG110BQ,040300136400,052,00,05,SF,2021-03-31 00:00:00,0,N,N,N,N,N,N,,
OG110BQ,040300138300,464,00,50,SF,2021-03-31 00:00:00,0,N,N,N,N,N,N,,
OG110BQ,040300138900,464,00,55,SF,2021-03-31 00:00:00,0,N,N,N,N,N,N,,
OG110BQ,040300139600,464,00,00,SC,2021-03-31 00:00:00,0,N,N,N,N,N,N,,
OG110BQ,040300139700,464,00,00,SC,2021-03-31 00:00:00,0,N,N,N,N,N,N,,
OG110BQ,040300139800,464,00,00,SC,2021-03-31 00:00:00,0,N,N,N,N,N,N,,
OG110BQ,040300139900,464,00,00,SC,2021-03-31 00:00:00,0,N,N,N,N,N,N,,
OG110BQ,040300140000,464,00,00,SC,2021-03-31 00:00:00,0,N,N,N,N,N,N,,
OG110BQ,040300140100,464,00,00,SC,2021-03-31 00:00:00,0,N,N,N,N,N,N,,
OG110BQ,040300140200,464,00,00,SC,2021-03-31 00:00:00,0,N,N,N,N,N,N,,
OG110BQ,040300142000,432,00,27,WF,2021-03-31 00:00:00,3688,N,N,N,N,N,Y,,02
OG110BQ,040300142000,432,00,27,WF,2021-03-31 00:00:00,20518,N,Y,N,N,N,Y,,01
OG110BQ,040300142800,432,00,27,WF,2021-03-31 00:00:00,5605,N,N,N,N,N,Y,,02
OG110BQ,040300142800,432,00,27,WF,2021-03-31 00:00:00,31178,N,Y,N,N,N,Y,,01
OG110BQ,040300143400,464,00,00,SC,2021-03-31 00:00:00,0,N,N,N,N,N,N,,
OG110BQ,040300143500,338,00,00,SF,2021-03-31 00:00:00,0,N,N,N,N,N,N,,
OG110BQ,040300143700,464,00,00,SC,2021-03-31 00:00:00,0,N,N,N,N,N,N,,
OG110BQ,040300144700,464,00,55,SF,2021-03-31 00:00:00,0,N,N,N,N,N,N,,
OG110BQ,040300144800,464,00,55,SF,2021-03-31 00:00:00,0,N,N,N,N,N,N,,
OG110BQ,040300145300,464,00,55,SF,2021-03-31 00:00:00,0,N,N,N,N,N,N,,
OG110BQ,040300146700,464,00,56,SF,2021-03-31 00:00:00,0,N,N,N,N,N,N,,
OG110BQ,040300148600,464,00,00,SC,2021-03-31 00:00:00,0,N,N,N,N,N,N,,
OG110BQ,040300148700,464,00,00,SC,2021-03-31 00:00:00,0,N,N,N,N,N,N,,
OG110BQ,040300148800,464,00,00,SC,2021-03-31 00:00:00,0,N,N,N,N,N,N,,
OG110BQ,040300149800,464,00,49,WF,2021-03-31 00:00:00,0,N,N,N,N,N,N,,
OG110BQ,040300152000,464,00,00,SC,2021-03-31 00:00:00,0,N,N,N,N,N,N,,
OG110BQ,040300152200,464,00,00,SC,2021-03-31 00:00:00,0,N,N,N,N,N,N,,
OG110BQ,040300152300,464,00,00,SC,2021-03-31 00:00:00,0,N,N,N,N,N,N,,
OG110BQ,040300153800,464,00,00,SC,2021-03-31 00:00:00,0,N,N,N,N,N,N,,
OG110BQ,040300154400,464,00,56,SF,2021-03-31 00:00:00,0,N,N,N,N,N,N,,
OG110BQ,040300157000,464,00,50,SF,2021-03-31 00:00:00,0,N,N,N,N,N,N,,
OG110BQ,040300159600,432,00,30,WF,2021-03-31 00:00:00,0,N,N,N,N,N,N,,
OG110BQ,040300159600,432,00,30,WF,2021-06-30 00:00:00,0,N,N,N,N,N,N,,
OG110BQ,040300160700,464,00,00,SC,2021-03-31 00:00:00,0,N,N,N,N,N,N,,
OG110BQ,040300163200,190,24,05,SC,2021-03-31 00:00:00,0,N,N,N,N,N,N,,
OG110BQ,040300163202,190,24,05,SC,2021-03-31 00:00:00,0,N,N,N,N,N,N,,
OG110BQ,040300163300,190,24,05,SC,2021-03-31 00:00:00,0,N,N,N,N,N,N,,
OG110BQ,040300163800,190,24,05,SC,2021-03-31 00:00:00,0,N,N,N,N,N,N,,
OG110BQ,040300164000,190,24,05,SC,2021-03-31 00:00:00,0,N,N,N,N,N,N,,
OG110BQ,040300164100,190,24,05,SC,2021-03-31 00:00:00,0,N,N,N,N,N,N,,
OG110BQ,040300164101,190,24,05,SC,2021-03-31 00:00:00,0,N,N,N,N,N,N,,
OG110BQ,040300164500,190,24,05,SC,2021-03-31 00:00:00,0,N,N,N,N,N,N,,
OG110BQ,040300164501,190,24,05,SC,2021-03-31 00:00:00,0,N,N,N,N,N,N,,
OG110BQ,040300168700,340,00,05,SC,2021-03-31 00:00:00,0,N,N,N,N,N,N,,
OG110BQ,040300168800,340,00,05,SC,2021-03-31 00:00:00,0,N,N,N,N,N,N,,
OG110BQ,040300168801,340,00,05,SC,2021-03-31 00:00:00,0,N,N,N,N,N,N,,
OG110BQ,040300169000,340,00,05,SC,2021-03-31 00:00:00,0,N,N,N,N,N,N,,
OG110BQ,040300169001,340,00,05,SC,2021-03-31 00:00:00,0,N,N,N,N,N,N,,
OG110BQ,040300169400,340,00,05,SC,2021-03-31 00:00:00,0,N,N,N,N,N,N,,
OG110BQ,040300169401,340,00,05,SC,2021-03-31 00:00:00,0,N,N,N,N,N,N,,
OG110BQ,040300169500,340,00,05,SC,2021-03-31 00:00:00,0,N,N,N,N,N,N,,
OG110BQ,040300169501,340,00,05,SC,2021-03-31 00:00:00,0,N,N,N,N,N,N,,
OG110BQ,040300169600,340,00,05,SC,2021-03-31 00:00:00,0,N,N,N,N,N,N,,
OG110BQ,040300169800,340,00,05,SC,2021-03-31 00:00:00,0,N,N,N,N,N,N,,
OG110BQ,040300169900,340,00,05,SC,2021-03-31 00:00:00,0,N,N,N,N,N,N,,
OG110BQ,040300170000,340,00,05,SC,2021-03-31 00:00:00,0,N,N,N,N,N,N,,
OG110BQ,040300170100,340,00,05,SC,2021-03-31 00:00:00,0,N,N,N,N,N,N,,
OG110BQ,040300170200,340,00,05,SC,2021-03-31 00:00:00,0,N,N,N,N,N,N,,
OG110BQ,040300170300,340,00,05,SC,2021-03-31 00:00:00,0,N,N,N,N,N,N,,
OG110BQ,040300170400,340,00,05,SC,2021-03-31 00:00:00,0,N,N,N,N,N,N,,
OG110BQ,040300170500,340,00,05,SC,2021-03-31 00:00:00,0,N,N,N,N,N,N,,
OG110BQ,040300170600,340,00,05,SC,2021-03-31 00:00:00,0,N,N,N,N,N,N,,
OG110BQ,040300171600,464,00,00,SC,2021-03-31 00:00:00,0,N,N,N,N,N,N,,
OG110BQ,040300174000,464,00,00,SC,2021-03-31 00:00:00,0,N,N,N,N,N,N,,
OG110BQ,040300174100,464,00,00,SC,2021-03-31 00:00:00,0,N,N,N,N,N,N,,
OG110BQ,040300174300,464,00,00,SC,2021-03-31 00:00:00,0,N,N,N,N,N,N,,
OG110BQ,040300174400,464,00,00,SC,2021-03-31 00:00:00,0,N,N,N,N,N,N,,
OG110BQ,040300174500,464,00,00,SC,2021-03-31 00:00:00,0,N,N,N,N,N,N,,
OG110BQ,040300174600,464,00,00,SC,2021-03-31 00:00:00,0,N,N,N,N,N,N,,
OG110BQ,040300174700,464,00,00,SC,2021-03-31 00:00:00,0,N,N,N,N,N,N,,
OG110BQ,040300174701,464,00,50,SC,2021-03-31 00:00:00,0,N,N,N,N,N,N,,
OG110BQ,040300174800,464,00,00,SC,2021-03-31 00:00:00,0,N,N,N,N,N,N,,
OG110BQ,040300174900,464,00,00,SC,2021-03-31 00:00:00,0,N,N,N,N,N,N,,
